Cache directory: /opt/app-root/src/.cache/autoresearch

Data: all 6543 shards already downloaded at /opt/app-root/src/.cache/autoresearch/data

Tokenizer: already trained at /opt/app-root/src/.cache/autoresearch/tokenizer

Done! Ready to train.
Cloning into '/workspace'...
Switched to a new branch 'autoresearch/mar12'
branch 'autoresearch/mar12' set up to track 'origin/autoresearch/mar12'.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.203258e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011148 | lrm: 1.00 | dt: 40661ms | tok/sec: 12,893 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.881083 | lrm: 1.00 | dt: 498ms | tok/sec: 1,053,754 | mfu: 12.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.488496 | lrm: 1.00 | dt: 425ms | tok/sec: 1,234,497 | mfu: 15.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.041101 | lrm: 1.00 | dt: 426ms | tok/sec: 1,230,302 | mfu: 15.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.661490 | lrm: 1.00 | dt: 428ms | tok/sec: 1,223,895 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.335900 | lrm: 1.00 | dt: 428ms | tok/sec: 1,225,443 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.077340 | lrm: 1.00 | dt: 428ms | tok/sec: 1,224,605 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.864666 | lrm: 1.00 | dt: 429ms | tok/sec: 1,222,004 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.683639 | lrm: 1.00 | dt: 430ms | tok/sec: 1,218,194 | mfu: 14.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.529093 | lrm: 1.00 | dt: 429ms | tok/sec: 1,222,364 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.396704 | lrm: 1.00 | dt: 429ms | tok/sec: 1,221,332 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.287087 | lrm: 1.00 | dt: 428ms | tok/sec: 1,225,333 | mfu: 14.9% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.189140 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,879 | mfu: 14.8% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 6.099682 | lrm: 1.00 | dt: 429ms | tok/sec: 1,221,038 | mfu: 14.8% | epoch: 1 | remaining: 299s    
step 00014 (0.4%) | loss: 6.024178 | lrm: 1.00 | dt: 429ms | tok/sec: 1,220,739 | mfu: 14.8% | epoch: 1 | remaining: 298s    
step 00015 (0.6%) | loss: 5.953370 | lrm: 1.00 | dt: 429ms | tok/sec: 1,221,307 | mfu: 14.9% | epoch: 1 | remaining: 298s    
step 00016 (0.7%) | loss: 5.892564 | lrm: 1.00 | dt: 431ms | tok/sec: 1,217,772 | mfu: 14.8% | epoch: 1 | remaining: 297s    
step 00017 (0.9%) | loss: 5.835254 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,954 | mfu: 14.8% | epoch: 1 | remaining: 297s    
step 00018 (1.0%) | loss: 5.782859 | lrm: 1.00 | dt: 429ms | tok/sec: 1,221,246 | mfu: 14.9% | epoch: 1 | remaining: 297s    
step 00019 (1.1%) | loss: 5.733513 | lrm: 1.00 | dt: 429ms | tok/sec: 1,223,354 | mfu: 14.9% | epoch: 1 | remaining: 296s    
step 00020 (1.3%) | loss: 5.689723 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,297 | mfu: 14.8% | epoch: 1 | remaining: 296s    
step 00021 (1.4%) | loss: 5.649096 | lrm: 1.00 | dt: 431ms | tok/sec: 1,217,176 | mfu: 14.8% | epoch: 1 | remaining: 295s    
step 00022 (1.6%) | loss: 5.611365 | lrm: 1.00 | dt: 430ms | tok/sec: 1,218,781 | mfu: 14.8% | epoch: 1 | remaining: 295s    
step 00023 (1.7%) | loss: 5.572401 | lrm: 1.00 | dt: 429ms | tok/sec: 1,221,136 | mfu: 14.8% | epoch: 1 | remaining: 294s    
step 00024 (1.9%) | loss: 5.535576 | lrm: 1.00 | dt: 433ms | tok/sec: 1,211,937 | mfu: 14.7% | epoch: 1 | remaining: 294s    
step 00056 (6.5%) | loss: 4.629338 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,908 | mfu: 14.8% | epoch: 1 | remaining: 280s    
step 00057 (6.6%) | loss: 4.604864 | lrm: 1.00 | dt: 430ms | tok/sec: 1,217,877 | mfu: 14.8% | epoch: 1 | remaining: 280s    
step 00058 (6.7%) | loss: 4.577145 | lrm: 1.00 | dt: 432ms | tok/sec: 1,214,561 | mfu: 14.8% | epoch: 1 | remaining: 279s    
step 00059 (6.9%) | loss: 4.555381 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,564 | mfu: 14.8% | epoch: 1 | remaining: 279s    
step 00060 (7.0%) | loss: 4.530959 | lrm: 1.00 | dt: 430ms | tok/sec: 1,218,525 | mfu: 14.8% | epoch: 1 | remaining: 278s    
step 00061 (7.2%) | loss: 4.505639 | lrm: 1.00 | dt: 432ms | tok/sec: 1,212,339 | mfu: 14.7% | epoch: 1 | remaining: 278s    
step 00062 (7.3%) | loss: 4.485173 | lrm: 1.00 | dt: 432ms | tok/sec: 1,214,253 | mfu: 14.8% | epoch: 1 | remaining: 278s    
step 00063 (7.5%) | loss: 4.462378 | lrm: 1.00 | dt: 430ms | tok/sec: 1,218,007 | mfu: 14.8% | epoch: 1 | remaining: 277s    
step 00064 (7.6%) | loss: 4.438564 | lrm: 1.00 | dt: 433ms | tok/sec: 1,211,378 | mfu: 14.7% | epoch: 1 | remaining: 277s    
step 00065 (7.8%) | loss: 4.413513 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,654 | mfu: 14.8% | epoch: 1 | remaining: 276s    
step 00066 (7.9%) | loss: 4.391408 | lrm: 1.00 | dt: 431ms | tok/sec: 1,217,035 | mfu: 14.8% | epoch: 1 | remaining: 276s    
step 00067 (8.0%) | loss: 4.370829 | lrm: 1.00 | dt: 431ms | tok/sec: 1,216,807 | mfu: 14.8% | epoch: 1 | remaining: 275s    
step 00068 (8.2%) | loss: 4.350918 | lrm: 1.00 | dt: 434ms | tok/sec: 1,209,374 | mfu: 14.7% | epoch: 1 | remaining: 275s    
step 00069 (8.3%) | loss: 4.330747 | lrm: 1.00 | dt: 431ms | tok/sec: 1,217,444 | mfu: 14.8% | epoch: 1 | remaining: 275s    
step 00070 (8.5%) | loss: 4.310663 | lrm: 1.00 | dt: 429ms | tok/sec: 1,220,907 | mfu: 14.8% | epoch: 1 | remaining: 274s    
step 00071 (8.6%) | loss: 4.291966 | lrm: 1.00 | dt: 433ms | tok/sec: 1,211,045 | mfu: 14.7% | epoch: 1 | remaining: 274s    
step 00072 (8.8%) | loss: 4.267327 | lrm: 1.00 | dt: 431ms | tok/sec: 1,216,692 | mfu: 14.8% | epoch: 1 | remaining: 273s    
step 00073 (8.9%) | loss: 4.249083 | lrm: 1.00 | dt: 430ms | tok/sec: 1,218,193 | mfu: 14.8% | epoch: 1 | remaining: 273s    
step 00074 (9.0%) | loss: 4.230421 | lrm: 1.00 | dt: 431ms | tok/sec: 1,217,364 | mfu: 14.8% | epoch: 1 | remaining: 272s    
step 00075 (9.2%) | loss: 4.211131 | lrm: 1.00 | dt: 433ms | tok/sec: 1,211,316 | mfu: 14.7% | epoch: 1 | remaining: 272s    
step 00076 (9.3%) | loss: 4.192298 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,861 | mfu: 14.8% | epoch: 1 | remaining: 272s    
step 00077 (9.5%) | loss: 4.176224 | lrm: 1.00 | dt: 430ms | tok/sec: 1,217,958 | mfu: 14.8% | epoch: 1 | remaining: 271s    
step 00078 (9.6%) | loss: 4.159440 | lrm: 1.00 | dt: 433ms | tok/sec: 1,209,814 | mfu: 14.7% | epoch: 1 | remaining: 271s    
step 00079 (9.8%) | loss: 4.142029 | lrm: 1.00 | dt: 431ms | tok/sec: 1,216,295 | mfu: 14.8% | epoch: 1 | remaining: 270s    
step 00080 (9.9%) | loss: 4.124771 | lrm: 1.00 | dt: 431ms | tok/sec: 1,216,432 | mfu: 14.8% | epoch: 1 | remaining: 270s    
step 00081 (10.1%) | loss: 4.107408 | lrm: 1.00 | dt: 433ms | tok/sec: 1,210,785 | mfu: 14.7% | epoch: 1 | remaining: 269s    
step 00082 (10.2%) | loss: 4.090157 | lrm: 1.00 | dt: 431ms | tok/sec: 1,217,675 | mfu: 14.8% | epoch: 1 | remaining: 269s    
step 00083 (10.3%) | loss: 4.073125 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,361 | mfu: 14.8% | epoch: 1 | remaining: 269s    
step 00084 (10.5%) | loss: 4.055844 | lrm: 1.00 | dt: 433ms | tok/sec: 1,210,657 | mfu: 14.7% | epoch: 1 | remaining: 268s    
step 00085 (10.6%) | loss: 4.041356 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,429 | mfu: 14.8% | epoch: 1 | remaining: 268s    
step 00086 (10.8%) | loss: 4.029097 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,758 | mfu: 14.7% | epoch: 1 | remaining: 267s    
step 00087 (10.9%) | loss: 4.016438 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,674 | mfu: 14.7% | epoch: 1 | remaining: 267s    
step 00088 (11.1%) | loss: 4.001207 | lrm: 1.00 | dt: 431ms | tok/sec: 1,216,477 | mfu: 14.8% | epoch: 1 | remaining: 266s    
step 00089 (11.2%) | loss: 3.988140 | lrm: 1.00 | dt: 432ms | tok/sec: 1,214,444 | mfu: 14.8% | epoch: 1 | remaining: 266s    
step 00090 (11.4%) | loss: 3.974663 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,006 | mfu: 14.7% | epoch: 1 | remaining: 266s    
step 00091 (11.5%) | loss: 3.960868 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,287 | mfu: 14.8% | epoch: 1 | remaining: 265s    
step 00092 (11.6%) | loss: 3.945416 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,438 | mfu: 14.8% | epoch: 1 | remaining: 265s    
step 00093 (11.8%) | loss: 3.937168 | lrm: 1.00 | dt: 435ms | tok/sec: 1,206,376 | mfu: 14.7% | epoch: 1 | remaining: 264s    
step 00094 (11.9%) | loss: 3.926175 | lrm: 1.00 | dt: 433ms | tok/sec: 1,212,178 | mfu: 14.7% | epoch: 1 | remaining: 264s    
step 00095 (12.1%) | loss: 3.916084 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,850 | mfu: 14.8% | epoch: 1 | remaining: 263s    
step 00096 (12.2%) | loss: 3.906855 | lrm: 1.00 | dt: 433ms | tok/sec: 1,210,463 | mfu: 14.7% | epoch: 1 | remaining: 263s    
step 00097 (12.4%) | loss: 3.891774 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,276 | mfu: 14.8% | epoch: 1 | remaining: 262s    
step 00098 (12.5%) | loss: 3.881621 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,466 | mfu: 14.8% | epoch: 1 | remaining: 262s    
step 00099 (12.6%) | loss: 3.868856 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,467 | mfu: 14.7% | epoch: 1 | remaining: 262s    
step 00100 (12.8%) | loss: 3.859275 | lrm: 1.00 | dt: 432ms | tok/sec: 1,212,997 | mfu: 14.8% | epoch: 1 | remaining: 261s    
step 00101 (12.9%) | loss: 3.848411 | lrm: 1.00 | dt: 433ms | tok/sec: 1,209,957 | mfu: 14.7% | epoch: 1 | remaining: 261s    
step 00102 (13.1%) | loss: 3.838098 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,127 | mfu: 14.7% | epoch: 1 | remaining: 260s    
step 00103 (13.2%) | loss: 3.826632 | lrm: 1.00 | dt: 432ms | tok/sec: 1,212,793 | mfu: 14.7% | epoch: 1 | remaining: 260s    
step 00104 (13.4%) | loss: 3.810866 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,876 | mfu: 14.8% | epoch: 1 | remaining: 259s    
step 00105 (13.5%) | loss: 3.802053 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,717 | mfu: 14.7% | epoch: 1 | remaining: 259s    
step 00106 (13.7%) | loss: 3.792925 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,353 | mfu: 14.8% | epoch: 1 | remaining: 259s    
step 00107 (13.8%) | loss: 3.783285 | lrm: 1.00 | dt: 433ms | tok/sec: 1,211,985 | mfu: 14.7% | epoch: 1 | remaining: 258s    
step 00108 (13.9%) | loss: 3.778465 | lrm: 1.00 | dt: 434ms | tok/sec: 1,209,235 | mfu: 14.7% | epoch: 1 | remaining: 258s    
step 00109 (14.1%) | loss: 3.767789 | lrm: 1.00 | dt: 433ms | tok/sec: 1,210,860 | mfu: 14.7% | epoch: 1 | remaining: 257s    
step 00110 (14.2%) | loss: 3.760224 | lrm: 1.00 | dt: 432ms | tok/sec: 1,214,576 | mfu: 14.8% | epoch: 1 | remaining: 257s    
step 00111 (14.4%) | loss: 3.752600 | lrm: 1.00 | dt: 434ms | tok/sec: 1,206,652 | mfu: 14.7% | epoch: 1 | remaining: 256s    
step 00112 (14.5%) | loss: 3.747996 | lrm: 1.00 | dt: 432ms | tok/sec: 1,214,243 | mfu: 14.8% | epoch: 1 | remaining: 256s    
step 00113 (14.7%) | loss: 3.740199 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,679 | mfu: 14.8% | epoch: 1 | remaining: 256s    
step 00114 (14.8%) | loss: 3.732576 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,369 | mfu: 14.7% | epoch: 1 | remaining: 255s    
step 00115 (15.0%) | loss: 3.729306 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,000 | mfu: 14.8% | epoch: 1 | remaining: 255s    
step 00116 (15.1%) | loss: 3.722936 | lrm: 1.00 | dt: 433ms | tok/sec: 1,209,657 | mfu: 14.7% | epoch: 1 | remaining: 254s    
step 00117 (15.2%) | loss: 3.718387 | lrm: 1.00 | dt: 433ms | tok/sec: 1,211,131 | mfu: 14.7% | epoch: 1 | remaining: 254s    
step 00118 (15.4%) | loss: 3.716783 | lrm: 1.00 | dt: 431ms | tok/sec: 1,215,261 | mfu: 14.8% | epoch: 1 | remaining: 253s    
step 00119 (15.5%) | loss: 3.707779 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,410 | mfu: 14.7% | epoch: 1 | remaining: 253s    
step 00120 (15.7%) | loss: 3.703081 | lrm: 1.00 | dt: 433ms | tok/sec: 1,212,117 | mfu: 14.7% | epoch: 1 | remaining: 253s    
step 00121 (15.8%) | loss: 3.696570 | lrm: 1.00 | dt: 432ms | tok/sec: 1,212,579 | mfu: 14.7% | epoch: 1 | remaining: 252s    
step 00122 (16.0%) | loss: 3.683620 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,296 | mfu: 14.7% | epoch: 1 | remaining: 252s    
step 00123 (16.1%) | loss: 3.676935 | lrm: 1.00 | dt: 434ms | tok/sec: 1,209,263 | mfu: 14.7% | epoch: 1 | remaining: 251s    
step 00124 (16.3%) | loss: 3.672374 | lrm: 1.00 | dt: 433ms | tok/sec: 1,210,137 | mfu: 14.7% | epoch: 1 | remaining: 251s    
step 00125 (16.4%) | loss: 3.667951 | lrm: 1.00 | dt: 434ms | tok/sec: 1,207,045 | mfu: 14.7% | epoch: 1 | remaining: 250s    
step 00126 (16.5%) | loss: 3.661723 | lrm: 1.00 | dt: 432ms | tok/sec: 1,214,770 | mfu: 14.8% | epoch: 1 | remaining: 250s    
step 00127 (16.7%) | loss: 3.658027 | lrm: 1.00 | dt: 434ms | tok/sec: 1,206,995 | mfu: 14.7% | epoch: 1 | remaining: 249s    
step 00128 (16.8%) | loss: 3.651722 | lrm: 1.00 | dt: 433ms | tok/sec: 1,211,337 | mfu: 14.7% | epoch: 1 | remaining: 249s    
step 00129 (17.0%) | loss: 3.647157 | lrm: 1.00 | dt: 435ms | tok/sec: 1,206,086 | mfu: 14.7% | epoch: 1 | remaining: 249s    
step 00130 (17.1%) | loss: 3.641960 | lrm: 1.00 | dt: 433ms | tok/sec: 1,212,208 | mfu: 14.7% | epoch: 1 | remaining: 248s    
step 00131 (17.3%) | loss: 3.637346 | lrm: 1.00 | dt: 434ms | tok/sec: 1,208,176 | mfu: 14.7% | epoch: 1 | remaining: 248s    
step 00132 (17.4%) | loss: 3.632247 | lrm: 1.00 | dt: 433ms | tok/sec: 1,211,138 | mfu: 14.7% | epoch: 1 | remaining: 247s    
step 00133 (17.6%) | loss: 3.626144 | lrm: 1.00 | dt: 432ms | tok/sec: 1,213,187 | mfu: 14.8% | epoch: 1 | remaining: 247s    
step 00134 (17.7%) | loss: 3.623226 | lrm: 1.00 | dt: 435ms | tok/sec: 1,205,862 | mfu: 14.7% | epoch: 1 | remaining: 246s    
step 00135 (17.8%) | loss: 3.617539 | lrm: 1.00 | dt: 433ms | tok/sec: 1,211,176 | mfu: 14.7% | epoch: 1 | remaining: 246s    
